,"'Bâ Hrït truh, de tadàm lâm palei pahach paxiu paxàu poma thoi âu thoi to.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
,"'Bâ wih truh ta hnam haluh nâng plei 'long 'nâng jop kalông kalang rai dunh, rai la bï dunh dâng ài 'benh hloi mïnh pah hnam.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
Tiếng chiêng vang xa khắp nẻo.,'Bâr chêng kơnhang jâp tơring.,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
Tiếng khóc vọng lên trời vang đên tai Bót Cây-tây.,'Bâr kăn hăp nhâm re kơnhang truh tơ đon 'bok Kây Dây.,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
,'Bât 'Bok Rah truh ta hnam Hrït.,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
,'Bât 'Bok Rơh truh tơ hnam 'Bok Rơh pă kơnăl mă yơ hnam Hrĭt mă yơ po Hrĭt.,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
"Gặp nàng là hoa cười, chim hót.","'Bât jrâm Bia, rang duh 'nă, sem duh hơxi, khei to'bang jing khei pơnil, 'năr huăng jing 'năr lech.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
"bỗng nghe tin mẹ đã chết, Đen làng, đã hóa thành ong đang ở trong bông cây sung.","'Bât kăn hăp wih truh tơ pơlei, pơtơm lơlĕ mĕ kăn hăp sang lôch păng jing Sut oei lâm rang hơra.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
"Một vài tháng sau ông Rơh bị đau nặng, không ăn uống gì được.","'Bât măt 'năr sang kopâng ka kâl, Plrĭt potom iung rcmŏ sung, săng, tagăk wă chong muih.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
"Lúc trờ vào, mà là một trang thanh niên cường tráng tay cầm gươm rất oai vệ., thấy con mình không còn là chú bé nữa","'Bât noh năng hăp pă sĭ mĭnh 'nu hơioh iĕ mă jing minh 'nu tơdăm brâm tih kơjung, ti chĕp đao tơ yâng kơ mĭnh 'nu tơdăm khĭn pran.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
,"'Bât sang klaih et pơkong, Hrĭt pơm pơxêh ăn kơ pơlei đe 'Bok Rơh oei tơ je păng pơlei Hrĭt.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
"Lúc đã dựng xong cái sườn chòi, người anh cả trèo lên nóc, sai khiến cho dễ, tiếng nói vang động một vùng trời xanh.","'Bât sang tơiung klaih hơdruân, 'nhŏng hơmol tŏk tơ bơbŭng wă hnhôk kơ hơnha, nâr pơma kơnhang mĭnh pah plenh.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
"Khi tới một làng lớn, người pô nói với anh nhà giàu răng: Chính đây là làng cha mẹ, vợ con anh ở.",'Bât truh tơ minh pôm pơlei tih.,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
"Khi tới làng của người pô băn (làng ma), họ nghỉ lại một ngày (ngày của ma tức là đêm của người).",'Bât truh tơ pơlei Pô băn ( pơlei kiek) bre hăp pơdâi mĭnh năr (kơ'năr kiek jĭ kơmăng bơngai).,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
"Ria thấy hai người lạ mặt đến đất mình, liền hống hách hòi:","'Bôh 'bar 'nu bơngai chrih hnha tơ hăp, hăp jet păng pơma bĭ đei jom.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
"Dang Xơ-ri muốn thử bụng chàng, Thấy Hrit hiền lành tử tế, nàng bèn kêu đói.","'Bôh Hrĭt dim 'lâng đon tơpăt yang Sơ-ri wă nol năng đon bơnôh Hrĭt, hăp pơm hmoi pơngot.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
"Thấy rùa chậm chạp, hổ bực mình quát:","'Bôh Kop rơi kêp rơnêp, 'Bok Kla sĭk mĭl tơhngioh kơ hăp:",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
"Thấy núi rừng giàu đẹp chúng kéo nhau trở về làng, suốt đêm ngàv đánh chiêng ca hat.","'Bôh bri kông 'lâng rŏ, kăn hăp wih tơ pơlei tôh chêng, hat hơxuang plăt măng",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
"Gấu đỏ loáng một cái cởi lổt thú rừng, lại cũng biến thành một người xinh đẹp.",'Bôh thoi noh Chơgơu tơ'lok tuk hơdrok kon kiek jing mĭnh 'nu tơdăm guăng tơhuơng.,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
Hai cha con gấu lập tức gọi rồng xuống hút nước.,"'Bôh thoi noh bre bă kon krao 'bih prao kơtă ăi 'bih prao jur hrip pơđĭ đak, 'bok Bôt 'măn đak tơyơ prao kiơ̆ hrip tơ ăi.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
"Bót Cây-tây cho cả đàn con hóa thành đàn ong mật quây quần quanh mẹ., Thương tình","'Bôh thoi noh pơnat, 'bok Kây Dây ăn kăn hăp jing tơpôl Sut păr jŭm dăr mĕ.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
"Sáng sớm chúng đi xa, tối mịt chúng mới về.","'Bôh thoi noh đe kon rim pơgê hrôih păr chă rang djep đak 'ngam, kơxơ măng wih bơ̆ sal pơjing đak 'ngam wă rong mĕ.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
"Thắc mắc không biết âm thanh phát ra từ nhà rông xuất phát từ đâu, ông Rơh đên hỏi Rít.","'Bôh đe tadăm bô̆k jang păng 'Bok Rah mă đei hakăn guăng, Hrĭt duh 'moih kiă dĭ.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
"Một hôm, chàng mang về rồi lên rừng giúp mẹ tìm củ., chàng thăm bẫy, nhặt được chiêc ngà voi trong bẫy","'Bă mĭnh pơgê ăi, kon tơdăm bô̆k năng hơkap, hăp 'bôh pơla rôih ah hơkap, hăp iŏk 'nhăk wih tơ hnam, 'măn klaih noh hăp bô̆k tơ bri kiơ̆ mĕ chă sir 'bum.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
Cây ngô cao,'Long hơbo kơjung ( 'Long hơbo blŏng),Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx,,
Thước vải,'Long vaih che,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx,,
Nhiều chàng trai,'Lơ đe tơdăm,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx,,
"5, 6 người khiêng không được., Chi riêng một cây cột to còn sót lại",'Mâng mà âu 'Bok Rah riu hrôih hloh kapage hadroi.,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
Cổng trước,'Măng Jăng gah 'Ngih,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx,,
Cổng trước,'Măng jang gah ngir,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx,,
"Lần này, hổ tưởng mình nhất định thắng cuộc.",'Măng mă âu 'Bok Kla ngih kơdih hăp jơnei.,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
Mặt trái xoan,'Mơ̆ hon lơ̆ng,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_4_KT.xlsx,,
Trời ngày càng ấm,'Nar kiă tơ tô̆,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx,,
Ngày kia họ đến,'Nar tơ mônh đe truh,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx,,
Hôm nay anh ấy nghỉ học,'Nar âu 'nhong noh pơdơi học,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx,,
Hôm nay cô ấy lên nương,'Nar âu duch noh tok tơ mir,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx,,
Hôm nay cô ấy lên nương,'Nar âu duch nơ̆ tơ mir,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx,,
Hôm nay là ngày tết,'Nar âu ji 'nar têt,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx,,
Hôm nay họ đốt rẫy,'Nar âu koh hi xoh muih,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx,,
Hôm nay anh ấy nghỉ học,'Nar âu nhong pơ dơi hok,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx,,
Hôm nay họ đốt rẫy,'Nar âu đe xoh muih,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx,,
Anh đi chơi không ?,'Nhong 'hơm bôk ngôi dĭ?,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx,,
Anh của nó,'Nhong Hi,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx,,
Anh đi,'Nhong bôk,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx,,
Anh đi đường bình an nhé!,'Nhong bôk trong mă xơ nêp!,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx,,
Anh ấy bắn được một con chim,'Nhong noh pơ nah đei minh pŏm Con Xem,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx,,
Anh ấy bắn được một con chim,'Nhong noh pơ nah đơi minh pôm Xem,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx,,
Anh ăn cơm chưa ?,'Nhong tam xŏng dĭ ?,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx,,
"Khói lửa bốc cao, cọp sợ quá nối đuôi nhau chạy ra khỏi hang.","'Nhui păr mŭt glŭng giăng, Kla 'yŭ krê 'nhăk dih băl kơdâu lĕch dâng trôm.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
Chúng tôi đi,'Nhôn bô̆k,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx,,
Anh hỏi ai ?,'Nhŏng Hpinh Bu?,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx,,
Anh hỏi ai ?,'Nhŏng Hơ pinh Bu?,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx,,
Anh đi đâu ?,'Nhŏng bok tơyơ ?,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx,,
Anh đi hay tôi đi ?,'Nhŏng bôk dah ing bôk ?,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx,,
Anh đi bao giờ ?,'Nhŏng bôk la yơ?,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx,,
Anh đi chơi hay ở nhà ?,'Nhŏng bôk thông dăh oai hnam ?,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx,,
"Anh đi đâu, tôi đi đấy","'Nhŏng bôk tơ yơ, inh bôk tơ noh",Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx,,
Anh đi bao giờ ?,'Nhŏng bô̆k bêl yơ?,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx,,
Anh đi hay tôi đi ?,'Nhŏng bô̆k hơdah inh bô̆k,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx,,
Anh đi chơi hay ở nhà ?,"'Nhŏng bô̆k ngôi, hơdah oei hnam",Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx,,
Anh đi đâu ?,'Nhŏng bô̆k tơ yơ ?,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx,,
Anh đi đâu ?,'Nhŏng bô̆k tơyơ,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx,,
Anh tìm cái gì ?,'Nhŏng chă kiơ,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx,,
Anh tìm cái gì ?,'Nhŏng chă yă kiơ?,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_1_KT.xlsx,,
Anh của nó,'Nhŏng hi,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_4_KT.xlsx,,
Anh đi chơi không ?,'Nhŏng hơm bôk Thông?,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx,,
"Người anh cả đứng quản đốc mọi việc, bọn con em ra sức làm.","'Nhŏng hơmol tơ'nhăk bơtho pơm tôm tơdrong, gah đe oh gô bơ̆ 'moi.",Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
Anh ấy đến chiều qua,'Nhŏng noh truh kơsơ̆ yơ̆ng bri,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx,,
Anh em Rít và Đam Tròng lại sum họp vui vẻ,'Nhŏng oh Hrìt păng Dăm Trông hơrih hơnŭk sô̆ sôn thoi sơ̆.,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
Anh đi chơi không ?,'Nhŏng oă bôk ngôi dĭ,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx,,
Anh ăn cơm chưa ?,'Nhŏng tam xăng por hai,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx,,
Anh ăn cơm chưa ?,'Nhŏng tam xŏng por ?,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_5_KT.xlsx,,
Anh cho tôi quyển sách,'Nhŏng ăn kơinh kơxâp hla bar,Kon Tum\Điền dã\Ngữ pháp\Bang_ngu_phap_6_KT.xlsx,,
,'Nâr dâng rong 'Bok Rah kia toih 'nhet Hrït.,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
"Cô chị lại chỉ ba cái cây, bảo chàng bẻ một cây.",'Năr dâng rong 'Bok Rơh truh jrâm 'bok Tang păng 'bok Gap athei bre hăp năm trong kơ Madŏng păng Mavăt ăn kơ kon hăp jĭ yă Sơkrôh păns yă Sơkrâi.,Kon Tum\Sử thi Homon\Homon Bahnar.xlsx,,
